,DATE,EMEA_Gen_TR,EM_Gen_TR,EM_Good_Y,EM_High_Y,US_AAA_TR,US_AAA_Y,US_AA_TR,US_AA_Y,US_A_TR,US_A_Y,US_BBB_TR,US_BBB_Y,US_BB_TR,US_BB_Y,US_B_TR,US_B_Y,US_CCC_TR,US_CCC_Y,US_Gen_TR,US_Gen_Y,US_High_Y
147,1999-07-23,133.73,110.23,8.33,13.67,244.87,6.62,251.85,6.68,251.07,6.96,259.04,7.51,121.74,8.78,118.54,10.71,118.31,18.03,997.03,7.1,10.79
148,1999-07-26,133.65,110.02,8.37,13.73,244.08,6.69,251.0,6.75,250.5,7.0,258.53,7.55,121.74,8.79,118.5,10.73,118.13,18.1,994.68,7.14,10.81
149,1999-07-27,133.96,109.75,8.56,13.73,244.57,6.66,251.5,6.72,251.03,6.97,258.95,7.53,121.77,8.79,118.23,10.8,117.91,18.15,996.58,7.11,10.85
150,1999-07-28,133.55,109.8,8.56,13.65,244.67,6.66,251.55,6.72,251.12,6.96,259.02,7.53,121.74,8.8,118.19,10.8,117.77,18.18,996.89,7.11,10.86
151,1999-07-29,134.01,109.7,8.57,13.69,243.68,6.73,250.61,6.79,250.12,7.04,258.07,7.59,121.43,8.85,118.06,10.83,117.42,18.2,993.06,7.18,10.89
152,1999-07-30,134.06,109.53,8.65,13.69,242.67,6.79,249.67,6.85,248.89,7.12,256.7,7.69,121.29,8.87,117.88,10.85,117.22,18.24,988.25,7.26,10.92
153,1999-07-31,134.12,109.95,8.5,13.5,242.71,6.81,249.72,6.86,248.94,7.14,256.75,7.7,121.32,8.69,117.91,10.91,117.25,17.37,988.44,7.27,10.78
154,1999-08-02,133.78,109.52,8.54,13.5,242.71,6.81,249.7,6.87,248.88,7.15,256.71,7.7,121.2,8.71,117.78,10.92,117.15,17.32,988.27,7.27,10.78
155,1999-08-03,133.52,109.45,8.57,13.55,242.34,6.84,249.34,6.9,248.47,7.17,256.25,7.73,120.9,8.76,117.45,10.99,116.99,17.37,986.62,7.3,10.84
156,1999-08-04,133.27,109.4,8.58,13.56,242.53,6.82,249.57,6.88,248.73,7.16,256.53,7.72,120.84,8.77,117.09,11.06,116.61,17.46,987.63,7.29,10.9
157,1999-08-05,132.77,109.34,8.52,13.62,243.49,6.76,250.51,6.82,249.73,7.09,257.54,7.65,121.08,8.74,117.01,11.08,116.39,17.52,991.54,7.22,10.9
158,1999-08-06,132.73,109.12,8.63,13.65,241.7,6.89,248.74,6.96,247.8,7.23,255.53,7.79,120.41,8.85,116.79,11.12,116.15,17.57,983.96,7.36,10.97
159,1999-08-09,132.36,108.84,8.73,13.7,240.2,7.03,247.15,7.11,246.18,7.37,253.97,7.91,120.11,8.9,116.86,11.12,116.04,17.62,977.71,7.49,10.99
160,1999-08-10,131.99,108.71,8.76,13.76,239.96,7.04,247.0,7.12,246.0,7.38,253.7,7.93,119.95,8.94,116.52,11.19,116.03,17.64,976.89,7.51,11.05
161,1999-08-11,132.3,108.72,8.72,13.79,240.5,7.01,247.55,7.08,246.64,7.34,254.31,7.88,120.07,8.92,116.44,11.21,116.09,17.64,979.3,7.47,11.05
162,1999-08-12,132.09,108.81,8.72,13.78,240.32,7.02,247.35,7.09,246.38,7.35,254.09,7.9,120.18,8.9,116.61,11.18,115.93,17.66,978.37,7.48,11.03
163,1999-08-13,132.43,109.03,8.67,13.75,241.57,6.93,248.63,7.0,247.76,7.26,255.44,7.81,120.61,8.84,116.79,11.16,115.83,17.68,983.69,7.39,10.99
164,1999-08-16,133.35,109.23,8.63,13.73,242.32,6.9,249.09,6.98,248.11,7.25,255.79,7.8,120.7,8.83,116.88,11.14,115.8,17.63,985.2,7.38,10.97
165,1999-08-17,132.36,109.49,8.57,13.69,243.49,6.82,250.19,6.91,249.28,7.18,257.0,7.73,121.06,8.78,116.96,11.14,115.64,17.66,989.82,7.31,10.95
166,1999-08-18,133.14,109.64,8.56,13.68,243.78,6.81,250.44,6.89,249.56,7.17,257.26,7.72,120.92,8.82,116.99,11.15,115.74,17.65,990.89,7.29,10.97
167,1999-08-19,133.42,109.67,8.55,13.69,243.53,6.83,250.2,6.91,249.3,7.18,257.0,7.74,120.83,8.84,116.91,11.17,115.38,17.71,989.86,7.31,11.0
168,1999-08-20,133.38,109.72,8.54,13.68,243.94,6.8,250.56,6.89,249.71,7.16,257.35,7.72,120.93,8.83,116.9,11.18,115.1,17.77,991.37,7.29,11.0
169,1999-08-23,133.39,109.71,8.55,13.71,243.95,6.81,250.65,6.9,249.85,7.17,257.45,7.73,121.04,8.83,116.92,11.19,114.48,17.89,991.83,7.3,11.01
170,1999-08-24,133.41,109.8,8.51,13.72,244.72,6.76,251.41,6.84,250.68,7.11,258.25,7.68,121.15,8.82,116.94,11.18,114.44,17.92,994.99,7.24,11.01
171,1999-08-25,133.97,110.08,8.48,13.68,246.13,6.67,252.7,6.76,252.11,7.02,259.65,7.6,121.59,8.76,116.99,11.2,114.7,17.86,1000.51,7.16,10.99
172,1999-08-26,134.37,110.18,8.47,13.66,245.87,6.7,252.34,6.79,251.71,7.06,259.28,7.63,121.52,8.77,117.05,11.19,114.5,17.88,999.03,7.19,10.99
173,1999-08-27,133.98,110.26,8.46,13.64,244.49,6.8,251.05,6.89,250.31,7.16,257.95,7.71,121.13,8.83,117.13,11.19,114.49,17.9,993.68,7.28,11.02
174,1999-08-30,133.78,110.16,8.51,13.64,243.09,6.9,249.84,6.98,248.95,7.25,256.67,7.8,120.78,8.9,116.97,11.24,114.39,17.93,988.49,7.38,11.07
175,1999-08-31,132.94,110.1,8.54,13.67,242.51,6.93,249.4,7.02,248.37,7.32,255.78,7.85,120.61,8.95,116.73,11.24,113.65,18.19,985.9,7.43,11.1
176,1999-09-01,133.02,110.23,8.54,13.65,242.56,6.93,249.41,7.01,248.35,7.31,255.76,7.84,120.61,8.94,116.63,11.24,113.14,18.24,985.86,7.42,11.1
177,1999-09-02,133.08,110.38,8.52,13.61,242.07,6.96,248.91,7.04,247.79,7.35,255.14,7.88,120.45,8.97,116.57,11.26,113.24,18.24,983.62,7.46,11.12
178,1999-09-03,133.24,110.64,8.46,13.58,243.72,6.85,250.54,6.93,249.61,7.23,256.96,7.76,120.87,8.91,116.59,11.26,113.29,18.24,990.63,7.34,11.1
179,1999-09-06,133.55,110.71,8.45,13.59,243.95,6.84,250.68,6.92,249.75,7.23,257.12,7.76,120.95,8.91,116.67,11.26,113.4,18.25,991.24,7.34,11.1
180,1999-09-07,132.89,110.62,8.49,13.61,243.12,6.9,249.89,6.98,248.9,7.29,256.19,7.83,120.83,8.94,116.74,11.25,113.28,18.29,987.81,7.4,11.11
181,1999-09-08,132.8,110.71,8.48,13.61,243.44,6.88,250.23,6.96,249.26,7.26,256.58,7.8,120.83,8.94,116.63,11.26,113.4,18.29,989.26,7.38,11.12
182,1999-09-09,132.11,110.69,8.47,13.59,243.07,6.91,249.86,6.99,248.85,7.3,256.17,7.83,120.69,8.97,116.64,11.26,113.25,18.34,987.66,7.41,11.13
183,1999-09-10,132.08,110.84,8.45,13.56,244.02,6.85,250.8,6.93,249.89,7.23,257.25,7.77,120.84,8.94,116.63,11.27,112.9,18.42,991.73,7.34,11.13
184,1999-09-13,132.29,110.88,8.45,13.57,243.55,6.84,250.87,6.93,249.88,7.24,257.15,7.79,120.89,8.95,116.69,11.28,112.9,18.45,991.55,7.35,11.14
185,1999-09-14,131.71,110.87,8.48,13.55,242.94,6.88,250.28,6.98,249.21,7.29,256.47,7.83,120.72,8.98,116.58,11.29,112.63,18.53,988.97,7.4,11.17
186,1999-09-15,131.07,110.99,8.47,13.54,244.13,6.85,250.7,6.94,249.64,7.26,256.9,7.8,120.78,8.97,116.65,11.31,112.23,18.55,990.78,7.37,11.17
187,1999-09-16,131.19,111.08,8.42,13.56,244.56,6.83,251.16,6.91,250.14,7.22,257.44,7.77,120.87,8.96,116.7,11.31,112.15,18.6,992.77,7.34,11.17
188,1999-09-17,131.04,111.03,8.4,13.6,245.13,6.79,251.61,6.89,250.65,7.2,257.99,7.74,121.0,8.94,116.7,11.31,112.17,18.62,994.8,7.31,11.17
189,1999-09-20,131.08,111.37,8.39,13.48,244.77,6.82,251.44,6.92,250.41,7.23,257.68,7.77,120.96,8.96,116.63,11.33,112.14,18.65,993.78,7.34,11.19
190,1999-09-21,131.15,111.35,8.43,13.46,244.68,6.84,251.27,6.93,250.19,7.24,257.44,7.79,120.91,8.97,116.35,11.38,112.04,18.53,992.95,7.36,11.2
191,1999-09-22,131.57,111.44,8.42,13.46,244.85,6.82,251.47,6.92,250.39,7.23,257.63,7.78,120.96,8.96,116.32,11.39,112.1,18.52,993.72,7.35,11.21
192,1999-09-23,131.81,111.62,8.38,13.44,245.78,6.77,252.37,6.86,251.4,7.17,258.78,7.71,121.16,8.94,116.32,11.4,111.94,18.57,997.78,7.28,11.21
193,1999-09-24,132.18,111.88,8.28,13.44,247.05,6.68,253.53,6.78,252.67,7.09,259.96,7.64,121.34,8.92,116.31,11.41,111.54,18.66,1002.59,7.21,11.21
194,1999-09-27,132.31,111.83,8.33,13.46,246.24,6.75,252.73,6.84,251.76,7.16,258.9,7.72,121.12,8.98,116.28,11.44,111.4,18.71,998.92,7.28,11.25
195,1999-09-28,132.0,111.76,8.37,13.42,245.52,6.79,252.12,6.88,251.03,7.2,258.12,7.77,121.1,8.99,116.21,11.46,111.17,18.75,996.07,7.32,11.27
196,1999-09-29,132.05,111.74,8.42,13.4,244.46,6.87,251.2,6.96,250.04,7.28,257.15,7.84,120.94,9.03,116.21,11.46,110.82,18.84,992.2,7.39,11.29
197,1999-09-30,132.24,111.9,8.34,13.4,245.41,6.79,252.3,6.88,251.37,7.19,258.36,7.77,121.16,8.96,116.09,11.52,110.62,18.08,997.08,7.31,11.22
198,1999-10-01,132.03,111.81,8.35,13.42,244.27,6.87,251.18,6.97,249.94,7.29,257.1,7.85,120.76,9.03,115.53,11.63,109.93,18.13,991.91,7.4,11.3
199,1999-10-04,131.99,111.9,8.35,13.42,244.67,6.85,251.59,6.95,250.62,7.25,257.88,7.81,121.0,9.0,115.72,11.61,109.69,18.2,994.5,7.37,11.29
200,1999-10-05,132.32,111.79,8.4,13.42,243.9,6.91,250.76,7.02,249.65,7.33,256.76,7.89,120.67,9.06,115.65,11.62,109.43,18.24,990.62,7.44,11.32
201,1999-10-06,132.54,111.8,8.42,13.44,243.79,6.93,250.68,7.03,249.61,7.34,256.76,7.9,120.65,9.07,115.69,11.6,109.57,18.22,990.48,7.46,11.31
202,1999-10-07,132.59,111.76,8.45,13.45,243.7,6.93,250.62,7.04,249.53,7.35,256.69,7.91,120.67,9.07,115.89,11.57,109.8,18.17,990.18,7.46,11.29
203,1999-10-08,132.87,112.2,8.36,13.37,243.85,6.92,250.78,7.03,249.67,7.33,256.89,7.89,120.77,9.06,116.06,11.56,109.7,18.19,990.83,7.45,11.29
204,1999-10-11,132.92,112.28,8.34,13.37,243.96,6.92,250.91,7.03,249.8,7.34,257.01,7.89,120.83,9.06,116.15,11.56,109.69,18.23,991.31,7.45,11.29
205,1999-10-12,133.11,112.26,8.36,13.37,243.62,6.95,250.58,7.05,249.45,7.36,256.76,7.91,120.69,9.09,116.12,11.56,109.16,18.34,990.08,7.47,11.31
206,1999-10-13,133.02,112.22,8.39,13.39,242.99,7.0,250.14,7.09,248.85,7.4,255.94,7.97,120.39,9.14,116.04,11.58,109.32,18.32,987.54,7.52,11.34
207,1999-10-14,133.14,112.12,8.43,13.42,242.5,7.03,249.65,7.13,248.36,7.44,255.42,8.01,120.17,9.18,116.01,11.58,109.33,18.33,985.57,7.56,11.36
208,1999-10-15,132.95,112.15,8.4,13.44,243.55,6.96,250.68,7.05,249.49,7.36,256.57,7.93,120.38,9.14,115.92,11.57,109.07,18.33,989.97,7.48,11.33
209,1999-10-18,133.33,112.04,8.43,13.48,243.32,6.99,250.5,7.08,249.25,7.38,256.16,7.96,120.3,9.17,115.9,11.59,108.98,18.37,988.83,7.51,11.36
210,1999-10-19,134.03,112.09,8.44,13.46,242.65,7.04,249.9,7.12,248.58,7.43,255.52,8.01,120.19,9.19,115.91,11.6,108.84,18.41,986.28,7.55,11.37
211,1999-10-20,134.05,112.09,8.46,13.47,242.64,7.05,249.92,7.13,248.63,7.44,255.6,8.01,120.25,9.19,115.91,11.6,108.95,18.41,986.48,7.56,11.38
212,1999-10-21,135.01,112.23,8.47,13.42,242.51,7.06,249.78,7.14,248.42,7.45,255.36,8.03,120.07,9.22,115.86,11.61,109.15,18.38,985.69,7.57,11.39
213,1999-10-22,134.92,112.38,8.49,13.37,242.46,7.07,249.74,7.15,248.41,7.46,255.39,8.03,119.94,9.24,115.94,11.61,109.22,18.38,985.67,7.58,11.4
214,1999-10-25,134.99,112.47,8.51,13.35,242.71,7.06,249.93,7.15,248.53,7.46,255.53,8.04,119.97,9.25,116.02,11.63,109.33,18.39,986.22,7.59,11.42
215,1999-10-26,135.2,112.55,8.51,13.32,242.46,7.08,249.7,7.17,248.28,7.49,255.21,8.07,119.9,9.27,115.95,11.64,109.42,18.53,985.18,7.61,11.44
216,1999-10-27,136.01,112.82,8.48,13.24,243.18,7.03,250.5,7.11,249.12,7.43,255.97,8.02,120.01,9.26,115.67,11.73,109.3,18.42,988.33,7.56,11.47
217,1999-10-28,136.45,113.24,8.4,13.15,244.26,6.96,251.48,7.05,250.21,7.37,257.07,7.96,120.21,9.23,115.64,11.74,108.54,18.56,992.57,7.49,11.47
218,1999-10-29,136.96,113.55,8.33,13.11,245.82,6.87,253.24,6.93,252.18,7.24,258.77,7.86,120.57,9.17,115.64,11.74,108.26,18.63,999.76,7.38,11.46
219,1999-10-31,137.0,113.59,8.38,13.31,245.98,6.85,253.36,6.94,252.27,7.25,258.87,7.86,120.63,9.23,115.7,11.33,108.32,19.94,1000.18,7.38,11.41
220,1999-11-01,136.85,113.59,8.39,13.3,245.53,6.89,252.88,6.98,251.79,7.29,258.46,7.89,120.6,9.23,115.74,11.29,108.58,19.82,998.37,7.42,11.38
221,1999-11-02,137.33,113.76,8.37,13.27,245.97,6.86,253.37,6.95,252.34,7.26,259.12,7.86,120.7,9.23,115.8,11.29,108.69,19.82,1000.62,7.39,11.37
222,1999-11-03,138.01,113.87,8.35,13.21,246.27,6.84,253.67,6.94,252.64,7.25,259.51,7.84,120.92,9.2,116.05,11.25,108.53,19.93,1001.92,7.37,11.35
223,1999-11-04,138.51,114.06,8.32,13.18,246.98,6.8,254.4,6.89,253.43,7.2,260.31,7.79,121.21,9.14,116.25,11.22,108.82,19.87,1004.97,7.32,11.31
224,1999-11-05,138.95,114.41,8.27,13.11,247.55,6.76,255.0,6.85,254.06,7.16,260.97,7.75,121.48,9.1,116.37,11.2,108.93,19.85,1007.47,7.28,11.28
225,1999-11-08,139.34,114.56,8.27,13.07,247.55,6.77,255.07,6.86,254.18,7.16,260.95,7.77,121.57,9.1,116.51,11.2,109.27,19.83,1007.69,7.29,11.28
226,1999-11-09,139.4,114.69,8.26,13.03,247.4,6.79,254.94,6.88,254.03,7.18,260.88,7.78,121.61,9.1,116.62,11.18,109.66,19.77,1007.23,7.3,11.27
227,1999-11-10,139.32,113.83,8.24,13.09,247.06,6.82,254.6,6.91,253.67,7.21,260.57,7.8,121.4,9.14,116.6,11.19,109.19,19.86,1005.89,7.33,11.29
228,1999-11-11,139.58,113.92,8.22,13.09,247.08,6.82,254.6,6.91,253.67,7.21,260.56,7.8,121.37,9.15,116.58,11.2,109.35,19.85,1005.88,7.33,11.3
229,1999-11-12,139.11,114.23,8.13,13.06,247.96,6.76,255.52,6.86,254.69,7.15,261.69,7.74,121.49,9.14,116.62,11.19,109.53,19.82,1009.92,7.27,11.29
230,1999-11-15,139.41,114.54,8.08,13.02,248.2,6.75,255.55,6.86,254.72,7.16,261.77,7.74,121.56,9.13,116.67,11.19,109.34,19.78,1010.16,7.28,11.28
231,1999-11-16,139.64,114.65,8.06,13.0,247.84,6.78,255.19,6.9,254.34,7.19,261.44,7.76,121.54,9.14,116.65,11.18,109.56,19.76,1008.74,7.31,11.28
232,1999-11-17,139.29,114.54,8.14,13.01,246.9,6.86,254.28,6.96,253.35,7.26,260.36,7.83,121.38,9.17,116.57,11.2,109.53,19.78,1004.79,7.38,11.3
233,1999-11-18,139.48,114.5,8.17,13.01,246.54,6.89,253.98,6.98,253.0,7.28,260.01,7.86,121.3,9.18,116.76,11.17,109.74,19.75,1003.44,7.4,11.29
234,1999-11-19,140.29,114.68,8.16,12.96,246.54,6.89,254.0,6.98,253.04,7.28,260.1,7.85,121.35,9.18,116.85,11.16,109.95,19.73,1003.64,7.4,11.29
235,1999-11-22,140.43,114.74,8.21,12.94,246.29,6.91,253.82,7.01,252.84,7.31,259.83,7.88,121.48,9.18,116.93,11.16,109.96,19.74,1002.77,7.43,11.29
236,1999-11-23,140.77,114.89,8.2,12.89,246.32,6.91,253.9,7.01,252.91,7.31,259.92,7.88,121.52,9.18,117.03,11.15,110.27,19.7,1003.07,7.42,11.27
237,1999-11-24,140.75,115.02,8.17,12.89,246.33,6.92,253.86,7.01,252.87,7.31,259.96,7.88,121.56,9.17,117.13,11.13,110.34,19.69,1003.02,7.43,11.26
238,1999-11-25,140.76,114.82,8.17,12.91,246.38,6.92,253.91,7.01,252.92,7.31,260.01,7.88,121.59,9.18,117.16,11.13,110.37,19.69,1003.22,7.43,11.27
239,1999-11-26,139.95,113.64,8.2,12.97,246.07,6.94,253.62,7.04,252.58,7.34,259.68,7.9,121.53,9.19,117.19,11.13,110.4,19.69,1001.93,7.45,11.27
240,1999-11-29,139.76,113.61,8.23,12.98,245.36,7.0,252.93,7.1,251.96,7.39,259.09,7.95,121.48,9.21,117.34,11.12,110.68,19.71,999.46,7.5,11.27
241,1999-11-30,139.73,113.58,8.26,12.81,245.95,6.97,253.47,7.06,252.52,7.35,259.56,7.95,121.62,9.21,117.39,11.16,110.75,19.59,1001.56,7.48,11.26
242,1999-12-01,139.66,113.04,8.28,12.81,245.65,7.0,253.2,7.08,252.26,7.38,259.27,7.97,121.59,9.21,117.43,11.14,110.47,19.62,1000.48,7.5,11.25
243,1999-12-02,139.71,113.04,8.29,12.79,245.4,7.02,252.94,7.11,251.98,7.4,259.0,7.99,121.58,9.25,117.5,11.07,110.18,19.68,999.41,7.53,11.22
244,1999-12-03,140.06,113.25,8.24,12.77,246.31,6.96,253.89,7.04,253.02,7.33,260.1,7.92,121.9,9.2,117.65,11.05,110.6,19.61,1003.5,7.46,11.19
245,1999-12-06,140.68,113.4,8.23,12.74,246.75,6.94,254.33,7.02,253.52,7.31,260.64,7.9,122.09,9.19,117.84,11.03,110.78,19.6,1005.46,7.43,11.17
246,1999-12-07,140.9,113.63,8.18,12.7,247.31,6.9,254.93,6.98,254.19,7.27,261.4,7.85,122.35,9.14,118.02,11.0,110.78,19.58,1008.14,7.39,11.14
247,1999-12-08,140.91,113.68,8.18,12.73,247.14,6.91,254.74,7.0,254.0,7.29,261.19,7.87,122.38,9.12,118.23,11.03,111.03,19.54,1007.37,7.41,11.15
248,1999-12-09,140.82,113.73,8.17,12.73,247.24,6.9,254.78,7.0,254.05,7.29,261.25,7.87,122.49,9.1,118.39,11.01,111.05,19.57,1007.59,7.41,11.13
249,1999-12-10,140.94,113.94,8.14,12.68,248.07,6.85,255.65,6.95,255.01,7.23,262.25,7.81,122.88,9.06,118.5,10.99,111.14,19.55,1011.33,7.36,11.1
250,1999-12-13,141.13,114.15,8.11,12.64,247.84,6.88,255.37,6.98,254.72,7.26,261.95,7.84,122.91,9.07,118.56,11.0,111.63,19.51,1010.19,7.39,11.11
251,1999-12-14,140.63,114.04,8.17,12.66,246.29,7.0,253.92,7.08,253.12,7.37,260.36,7.95,122.64,9.11,118.49,11.01,111.53,19.55,1004.02,7.49,11.14
252,1999-12-15,140.66,114.15,8.18,12.62,245.81,7.03,253.48,7.12,252.66,7.4,259.88,7.97,122.59,9.11,118.42,11.01,111.73,19.4,1002.2,7.52,11.12
253,1999-12-16,140.43,114.05,8.22,12.63,245.11,7.08,252.79,7.17,251.9,7.46,259.13,8.02,122.38,9.15,118.34,11.02,110.63,19.81,999.27,7.58,11.18
254,1999-12-17,140.33,113.92,8.31,12.62,245.02,7.09,252.75,7.18,251.88,7.46,259.03,8.04,122.37,9.16,118.35,11.02,110.05,19.93,999.05,7.59,11.19
255,1999-12-20,140.78,114.06,8.33,12.57,244.51,7.14,252.2,7.23,251.31,7.51,258.59,8.08,122.3,9.19,118.37,11.04,110.0,19.98,997.0,7.63,11.21
256,1999-12-21,140.77,114.13,8.35,12.57,244.36,7.15,252.09,7.24,251.17,7.52,258.45,8.09,122.27,9.2,118.37,11.05,110.12,19.97,996.48,7.64,11.22
257,1999-12-22,140.78,114.11,8.36,12.57,244.22,7.17,251.94,7.25,251.01,7.54,258.31,8.11,122.27,9.2,118.39,11.04,109.85,20.03,995.89,7.66,11.22
258,1999-12-23,140.64,114.15,8.36,12.57,244.08,7.18,251.82,7.26,250.88,7.55,258.19,8.12,122.25,9.21,118.4,11.05,109.77,20.06,995.38,7.67,11.23
259,1999-12-24,140.63,114.17,8.37,12.57,244.12,7.18,251.87,7.26,250.93,7.55,258.25,8.12,122.28,9.21,118.42,11.05,109.8,20.07,995.58,7.67,11.23
260,1999-12-27,140.77,114.29,8.36,12.56,244.55,7.16,252.37,7.24,251.43,7.53,258.66,8.11,122.42,9.2,118.45,11.07,109.94,20.09,997.44,7.65,11.24
261,1999-12-28,140.68,114.24,8.39,12.56,244.29,7.18,252.05,7.26,251.14,7.55,258.59,8.11,122.37,9.22,118.45,11.08,110.0,20.08,996.55,7.67,11.25
262,1999-12-29,140.78,114.46,8.28,12.55,244.82,7.15,252.6,7.23,251.75,7.51,259.6,8.04,122.44,9.21,118.42,11.09,109.9,20.13,999.39,7.62,11.26
263,1999-12-30,140.79,114.53,8.26,12.55,245.23,7.13,252.9,7.21,252.12,7.49,259.93,8.03,122.55,9.2,118.52,11.08,109.73,20.16,1000.76,7.6,11.25
264,1999-12-31,140.81,114.7,8.21,12.57,244.6,7.29,252.24,7.35,251.38,7.54,259.23,8.1,122.31,9.32,118.44,11.1,109.66,20.43,997.97,7.7,11.34
265,2000-01-03,141.18,114.64,8.21,12.56,242.91,7.41,250.72,7.46,249.8,7.66,257.5,8.22,121.9,9.39,118.31,11.13,109.41,20.48,991.58,7.82,11.39
266,2000-01-04,141.59,114.57,8.31,12.53,243.93,7.34,251.74,7.39,250.83,7.59,258.61,8.15,121.93,9.4,117.94,11.2,109.47,20.51,995.74,7.75,11.43
267,2000-01-05,142.04,114.49,8.32,12.56,242.59,7.42,250.5,7.48,249.55,7.68,257.23,8.24,121.54,9.46,117.74,11.23,109.49,20.51,990.59,7.84,11.47
268,2000-01-06,141.98,114.55,8.3,12.56,243.4,7.37,251.22,7.43,250.31,7.63,258.07,8.19,121.71,9.44,117.71,11.24,109.46,20.53,993.67,7.79,11.47
269,2000-01-07,142.38,114.68,8.28,12.55,243.77,7.35,251.62,7.41,250.68,7.61,258.43,8.17,121.83,9.42,117.69,11.24,109.29,20.58,995.12,7.77,11.47
270,2000-01-10,142.57,114.74,8.29,12.54,243.47,7.39,251.42,7.44,250.44,7.64,258.23,8.19,121.78,9.44,117.83,11.23,109.55,20.57,994.26,7.8,11.47
271,2000-01-11,142.26,114.53,8.36,12.57,242.36,7.47,250.36,7.52,249.43,7.72,257.22,8.26,121.55,9.48,117.8,11.24,109.49,20.59,990.24,7.87,11.49
272,2000-01-12,142.22,114.47,8.38,12.56,242.2,7.49,250.14,7.54,249.23,7.74,257.04,8.28,121.46,9.5,117.77,11.25,109.56,20.61,989.47,7.89,11.51
273,2000-01-13,142.67,114.61,8.34,12.53,243.13,7.42,251.09,7.47,250.15,7.67,257.98,8.22,121.66,9.48,117.74,11.27,109.27,20.69,993.14,7.83,11.51
274,2000-01-14,143.0,114.72,8.35,12.5,242.27,7.47,250.3,7.53,249.35,7.73,257.09,8.28,121.5,9.51,117.78,11.27,109.53,20.65,989.88,7.89,11.53
275,2000-01-17,143.09,114.77,8.35,12.51,242.42,7.48,250.45,7.52,249.47,7.72,257.24,8.27,121.58,9.5,117.85,11.26,109.7,20.58,990.41,7.88,11.51
276,2000-01-18,143.2,114.71,8.39,12.48,241.83,7.52,249.91,7.56,248.9,7.76,256.62,8.31,121.27,9.55,117.8,11.28,109.62,20.62,988.1,7.92,11.54
277,2000-01-19,143.49,114.88,8.38,12.46,242.28,7.49,250.29,7.54,249.31,7.74,257.09,8.29,121.32,9.55,117.84,11.28,109.5,20.66,989.79,7.89,11.55
278,2000-01-20,143.82,114.91,8.39,12.43,241.95,7.52,249.94,7.57,248.94,7.77,256.72,8.31,121.24,9.56,117.85,11.27,109.12,20.69,988.35,7.92,11.55
279,2000-01-21,144.02,114.97,8.41,12.42,242.27,7.5,250.1,7.56,249.11,7.76,256.93,8.31,121.35,9.56,117.98,11.26,109.74,20.66,989.08,7.92,11.54
280,2000-01-24,144.42,115.15,8.36,12.39,243.68,7.42,251.28,7.49,250.36,7.68,258.31,8.23,121.57,9.54,118.02,11.27,109.9,20.66,994.15,7.84,11.54
281,2000-01-25,144.87,115.22,8.33,12.41,243.71,7.43,251.33,7.5,250.42,7.69,258.43,8.23,121.66,9.53,118.04,11.28,110.17,20.62,994.45,7.84,11.54
282,2000-01-26,144.9,115.4,8.32,12.38,244.09,7.42,251.54,7.5,250.68,7.69,258.76,8.22,121.63,9.54,117.95,11.29,110.15,20.62,995.55,7.84,11.55
283,2000-01-27,144.79,115.4,8.35,12.35,244.56,7.41,251.78,7.5,250.97,7.69,259.17,8.22,121.64,9.55,117.98,11.28,110.23,20.61,996.83,7.84,11.55
284,2000-01-28,144.96,115.41,8.34,12.37,244.99,7.41,251.91,7.51,251.38,7.68,259.89,8.19,121.76,9.53,117.94,11.29,110.13,20.64,998.72,7.83,11.55
285,2000-01-31,144.41,115.38,8.36,12.48,243.77,7.49,251.16,7.58,250.38,7.77,258.69,8.24,121.73,9.64,117.87,11.36,110.29,20.77,994.63,7.9,11.62
286,2000-02-01,144.23,115.37,8.34,12.5,244.42,7.45,251.69,7.55,250.96,7.73,259.33,8.2,121.8,9.64,117.87,11.34,110.2,20.62,996.98,7.86,11.59
287,2000-02-02,143.98,115.56,8.31,12.51,245.32,7.41,252.29,7.53,251.64,7.71,260.2,8.16,121.71,9.65,117.89,11.34,110.33,20.6,999.88,7.83,11.59
288,2000-02-03,144.64,116.16,8.23,12.38,247.28,7.3,253.98,7.42,253.43,7.6,262.21,8.05,121.94,9.62,117.86,11.35,110.66,20.55,1007.18,7.72,11.59
289,2000-02-04,144.5,116.25,8.26,12.32,246.47,7.36,253.23,7.48,252.6,7.66,261.24,8.11,122.07,9.58,117.87,11.35,110.68,20.55,1003.76,7.78,11.57
290,2000-02-07,144.72,116.35,8.3,12.27,244.95,7.46,251.81,7.58,251.15,7.76,259.66,8.21,121.65,9.69,117.96,11.35,110.98,20.55,997.9,7.89,11.62
291,2000-02-08,145.17,116.35,8.37,12.23,246.19,7.4,252.72,7.53,252.12,7.71,260.78,8.16,122.07,9.6,117.92,11.37,111.46,20.46,1001.93,7.84,11.59
292,2000-02-09,145.41,116.58,8.37,12.21,245.16,7.45,251.88,7.58,251.2,7.77,259.72,8.22,121.89,9.63,118.01,11.33,111.91,20.42,998.15,7.89,11.58
293,2000-02-10,145.28,116.5,8.4,12.19,244.04,7.51,251.1,7.62,250.31,7.81,258.63,8.28,121.76,9.66,118.0,11.34,111.83,20.38,994.41,7.94,11.59
294,2000-02-11,145.3,116.64,8.39,12.16,244.64,7.47,251.63,7.58,250.87,7.78,259.24,8.24,121.87,9.64,117.93,11.36,111.98,20.39,996.67,7.9,11.59
